Description,Vague/Not
"A brand new building in Clinton Hill on a beautiful tree line residential block. All units feature large windows, brand new appliances, and central a/c. This unit comes with a private patio. Amenities include a courtyard, laundry room, gym and a furnished roof deck.

Central A/C
Hardwood Floors
Video Intercom
Natural Light in Living Area
Laundry in building
Outdoor Space
Common courtyard
Patio
Roof access
Stainless Steel Appliances
Dishwasher
Private backyard
Gym
If your interested in a showing please text Kirby at 929-243-4946 !!mention listing 49251!!
Must meet income and credit requirement",0
"""LandLords ONLY""
Get Paid 

Get Paid

1) We handle ALL incoming calls,Less Stress for You.

2) We screen our clients carefully.

3) Our process includes collecting pay stubs,job letters and contact with previous Landlord if possible
.
 We also find out if they will have guest or not.(including sleepovers)



Let us Screen ALL your calls.

Our Client Base consist of;





Edens Gate Foundation
Roy S Dixon
NYS Real Estate Broker
Roy ""Sherman"" Dixon

Edens Gate Foundation a for profit organization and licensed brokerage. 
Thank You and have a nice day",0
"OCEANFRONT BEACH LOT IN MAUI CO.
THIS PROPERTY IS LOCATED ON THE ISLAND OF MOLOKAI 
IN THE STATE OF HAWAII. SPECTACULAR UNOBSTRUCTED VIEWS OF MAUI AND LANAI WITH MAGNIFICENT SUNRISES AND SUNSETS. QUIET WHITE SAND BEACH, COCONUT TREES, PARADISE AT IT'S BEST. SWIMMING, FISHING, SNORKELING, SCUBA, GOLF OR SIT AND TAKE UP THE 80 DEGREE BREEZY WEATHER WHILE WATCHING THE DAILY PARADE OF HUMPBACK WHALES FROLIC AND BREACH WHILE PASSING THROUGH THE CHANNEL FROM, DECEMBER TO MARCH, BEYOND THE REEF. HAWAII HAS 340 DAYS OF SUNSHINE PER YEAR ON THE AVERAGE BEACHFRONT LOTS IN THE COUNTY OF MAUI SELL FOR SEVENTEEN MILLION DOLLARS PER ACRE, AND ALSO AS MUCH AS FIFTY FIVE THOUSAND DOLLARS PER LINEAR FT. OF BEACH FRONTAGE. THIS 1/4 ACRE BEACH LOT WITH 60 FEET OF BEACH FRONTAGE CAN BE YOURS FOR ONLY ONE MILLION DOLLARS!! IN THE U.S.A. ONLY THREE SWIMMING BEACH LOTS LEFT IN THE COUNTY OF MAUI.
OR YOU CAN LEASE THE PARCEL AND BUILD YOUR DREAM HOME


THERE ARE OCEANFRONT BEACH LOTS IN THE STATE OF HAWAII THAT ARE GOING FOR AS LOW AS $10,000.00 PER LINEAR FOOT WITH NO ROAD ACCESS AND NO BEACH TO AS MUCH AS $55,000.00 PER LINEAR FOOT. THIS LOT HAS 60 LINEAR FEET OF BEACHFRONT AND 60 LINEAR FEET ALONG ROAD AND IS THAT WIDTH FOR THE ENTIRE DEPTH OF LOT.
ONE MUST KEEP IN MIND IN HAWAII THERE IS A BIG DIFFERENCE BETWEEN
OCEAN VIEW
OCEAN FRONT
BEACH FRONT
SWIMMING BEACH FRONT ( THIS PARCEL HAS A SWIMMING BEACH)
THE LOT IS MANICURED ON A REGULAR BASIS (SEE PHOTOS)
ALTHOUGH ALL PROPERTIES WHERE THE OCEAN CAN BE SEEN ARE A SITE FOR SORE EYES, ONES THAT ACTUALLY HAVE A BEACH AND MORE SO WHERE ONE CAN ACTUALLY SWIM IS EXTREMELY VALUABLE.


TMK 2- 5-4-013-005-000
2015-2016 TAXES WITHOUT RESIDENTS EXEMPTION: $740.00
GENERAL LAND CLASS: IMPROVED RESIDENTIAL

60 LINEAR FEET OF BEACHFRONT 

LOT SIZE: 12,244.32 SQF FROM ROAD TO HIGH WATER SHORELINE LAST CERTIFIED IN 1988
THE LOT IS DEFINITELY LARGER NOW DUE TO ACCRETION (CONSIDERING THE 4.4 HISTORIC ACCRETION PER YESR THE CURRENT ESTIMATED SIZE IS AROUND 19,000 SF.
THE SSD (SHORELINE SET BACK) FOR THIS LOT IS AROUND 50 FEET.
THE FYSD (FRONT YARD SET BACK) SHOULD BE AROUND 20 FEET.

THE VALUE OF THIS LOT FROM 2002 TO DATE 2011 HAS INCREASED BY 385% AND THAT IS NOT CONSIDERING THE INCREASING SIZE PER YEAR.
THISD IS DEFINITELY A UNIQUE INVESTMENT.
NO TRAFFIC LIGHTS, VIRTUALLY NO CRIME, & FRIENDLY NEIGHBORS

WILL CONSIDER TERMS TO QUALIFIED BUYERS",0
"If you are looking to save some money, then you are in the right place. I'm sharing space in my apartment. I have internet WIFI and air - conditioning at home. The building has available parking, elevator and laundry and is conveniently located just 3 blocks from the subway and 35 minutes to manhattan. Rent is very affordable just $145 a week (Furnished room + access to kitchen) Just bring your proof of income and you got it!! Males only!! Only for guys who want to save some money!! Deal DIRECTLY WITH THE OWNER. Great deal!!
Serious applicants can call at 
 for an appointment or include your name and phone number in your email response and I will call you back!!",1
"The renovated finishings of this apartment maintain the dignity of that old timey, mansion feel. On a quiet block near transit to the city makes this cozy apartment feel spacious, luxurious, and home. Spend your afternoon gardening in your private backyard or relax inside your four-season, covered back patio on a rainy evening.

Stainless Steel Appliances
Granite countertops
Hardwood Floors
High Ceilings
Private backyard
Outdoor Space
Storage Space
Office space

If your interested in a showing please text Kirby at 929-243-4946 !!mention listing 24263!!
Must meet income and credit requirement",1
"This 2 large bedroom, 2 full bathroom, view townhome is inside Woodloch Springs Country Club and Golf Resort in Hawley, PA. The home is directly on the golf course at the 10th tee, and within 100 yards of the clubhouse and dining rooms.

The home has wide fairway, clubhouse and mountain views and privacy. The bedrooms are large with separate bathrooms and plenty of closet space. There is an attached garage, a wood burning fireplace, and patio deck.

Woodloch Springs amenities include indoor and outdoor pools, sports facility, hot tub, sauna and steam room, golf, tennis, dining, plus more at Woodloch Pines and The Lodge Spa at Woodloch.

It's a leased, income property producing positive cash flow.

For More Info Please Visit:
https://WoodlochSpringsTownhome.weebly.com

Serious inquiries from qualified buyers are welcome.",1
"Magnificent Hudson River lot, on a bluff, with panoramic views of the majestic Hudson River and Storm King Mountain. Most desirable lot remaining in this gorgeous neighborhood of million dollar plus homes. 
 Public road with Hudson River access/river frontage.
 Marlboro Schools. 
 25 minutes to Woodbury Commons Outlet Shopping. 90 minutes to NYC.

Call: Richard-Licensed Real Estate Broker
Easy Lifestyle RE",0
"Located 3 miles North of the Newburgh/Beacon Bridge. The Anchorage is an upscale subdivision of million dollar homes with panoramic Hudson River Views. 
Lot is located 200 ft. above the Hudson River. 
Tremendous views of the Hudson and Storm King Mountain.
Desirable Marlboro Schools.

Commuter location: 10 minutes to I84, I87 & Metro North Trains.
20 minutes to Woodbury Commons Outlet Shopping

Call Richard -Licensed Real Estate Broker
Easy Lifestyle Real Estate",0
"Finding the right home can get complicated. What neighborhood? House or condo? Buy or rent? What can I afford? 

Let us help you simplify one of the most complicated decisions you will ever make. Please send me your info, we will help you decide on the proper path for you. 

We will send you potential homes for sale and send you regular updates on properties that are just coming online. 

We offer all services of real estate! Buying-Selling-Leasing-Investing-Property Management-Residential-Commercial

Regards,

Alexander Varela - P.A.
Realtor / Property Management
Cell: 

Web: www.alexandervarela.com
ACE FL REALTY
12595 SW 137th Ave. Ste 204
Miami, FL 33186",0
"For Inquiries 
Contact only via trevrish@hotmail com

Apartment:
Charming 1 Bedroom/ 1 Bath, Queen sized room Open kitchen/Stainless steel appliances Dishwasher Heat and Hot water included. 

377 Montgomery St., Brooklyn NY 11225

Nicole",0
Amazing fully furnished apartment in townhouse brownstone with good fully stocked kitchen and fantastic Hudson River views. $2400/month with utilities and internet included. Available short term from September 2 through December 31 or possibly longer. Lovely block close to Broadway and Columbia University. Clean responsible person only. Excellent references only. WALK UP to amazing nook with water views. No smoking. No pets. No drugs.,
"Hi!
Female-only residence.
I have a 1st floor 2 bedroom apartment with one *UNFURNISHED* room available.
5 min walk to subway, lots of cafés, restaurants, bars, yoga studios in the area. Groceries walking distance.
30 min Subway ride to Manhattan.
Quiet building with kind, respectful tenants. If you're interested and also a kind, respectful tenant please do reach out!
Kera",1
"OCEANFRONT BEACH LOT IN MAUI CO.
THIS PROPERTY IS LOCATED ON THE ISLAND OF MOLOKAI 
IN THE STATE OF HAWAII. SPECTACULAR UNOBSTRUCTED VIEWS OF MAUI AND LANAI WITH MAGNIFICENT SUNRISES AND SUNSETS. QUIET WHITE SAND BEACH, COCONUT TREES, PARADISE AT IT'S BEST. SWIMMING, FISHING, SNORKELING, SCUBA, GOLF OR SIT AND TAKE UP THE 80 DEGREE BREEZY WEATHER WHILE WATCHING THE DAILY PARADE OF HUMPBACK WHALES FROLIC AND BREACH WHILE PASSING THROUGH THE CHANNEL FROM, DECEMBER TO MARCH, BEYOND THE REEF. HAWAII HAS 340 DAYS OF SUNSHINE PER YEAR ON THE AVERAGE BEACHFRONT LOTS IN THE COUNTY OF MAUI SELL FOR SEVENTEEN MILLION DOLLARS PER ACRE, AND ALSO AS MUCH AS FIFTY FIVE THOUSAND DOLLARS PER LINEAR FT. OF BEACH FRONTAGE. THIS 1/4 ACRE BEACH LOT WITH 60 FEET OF BEACH FRONTAGE CAN BE YOURS FOR ONLY ONE MILLION DOLLARS!! IN THE U.S.A. ONLY THREE SWIMMING BEACH LOTS LEFT IN THE COUNTY OF MAUI.
OR YOU CAN LEASE THE PARCEL AND BUILD YOUR DREAM HOME


THERE ARE OCEANFRONT BEACH LOTS IN THE STATE OF HAWAII THAT ARE GOING FOR AS LOW AS $10,000.00 PER LINEAR FOOT WITH NO ROAD ACCESS AND NO BEACH TO AS MUCH AS $55,000.00 PER LINEAR FOOT. THIS LOT HAS 60 LINEAR FEET OF BEACHFRONT AND 60 LINEAR FEET ALONG ROAD AND IS THAT WIDTH FOR THE ENTIRE DEPTH OF LOT.
ONE MUST KEEP IN MIND IN HAWAII THERE IS A BIG DIFFERENCE BETWEEN
OCEAN VIEW
OCEAN FRONT
BEACH FRONT
SWIMMING BEACH FRONT ( THIS PARCEL HAS A SWIMMING BEACH)
THE LOT IS MANICURED ON A REGULAR BASIS (SEE PHOTOS)
ALTHOUGH ALL PROPERTIES WHERE THE OCEAN CAN BE SEEN ARE A SITE FOR SORE EYES, ONES THAT ACTUALLY HAVE A BEACH AND MORE SO WHERE ONE CAN ACTUALLY SWIM IS EXTREMELY VALUABLE.


TMK 2- 5-4-013-005-000
2015-2016 TAXES WITHOUT RESIDENTS EXEMPTION: $740.00
GENERAL LAND CLASS: IMPROVED RESIDENTIAL

60 LINEAR FEET OF BEACHFRONT 

LOT SIZE: 12,244.32 SQF FROM ROAD TO HIGH WATER SHORELINE LAST CERTIFIED IN 1988
THE LOT IS DEFINITELY LARGER NOW DUE TO ACCRETION (CONSIDERING THE 4.4 HISTORIC ACCRETION PER YESR THE CURRENT ESTIMATED SIZE IS AROUND 19,000 SF.
THE SSD (SHORELINE SET BACK) FOR THIS LOT IS AROUND 50 FEET.
THE FYSD (FRONT YARD SET BACK) SHOULD BE AROUND 20 FEET.

THE VALUE OF THIS LOT FROM 2002 TO DATE 2011 HAS INCREASED BY 385% AND THAT IS NOT CONSIDERING THE INCREASING SIZE PER YEAR.
THISD IS DEFINITELY A UNIQUE INVESTMENT.
NO TRAFFIC LIGHTS, VIRTUALLY NO CRIME, & FRIENDLY NEIGHBORS

WILL CONSIDER TERMS TO QUALIFIED BUYERS",0
"Beautifully renovated and spacious 2 bed with a private back yard. Bedrooms are on opposite ends. High ceilings, big windows, and tons of space. 

Hardwood Floors
Eat In Kitchen
Stainless Steel Appliances
Private backyard

If your interested in a showing please text Kirby at 929-243-4946 !!mention listing 56461!!
Must meet income and credit requirement",0
"We are looking for someone to take over a furnished bedroom in our Williamsburg apartment. It's a 4-5 minute walk to the Lorimer L/Metropolitan G stop, an 8-10 minute walk to the Hewes JM, and a 2 minute walk to two Citibike docks. The location is very convenient with grocery and laundry options a couple blocks away and tons of bar and restaurant options around the corner (Barcade, Union Pool, Yuji Ramen, Suzume, Think Coffee, Hanon, etc.).You would have two roommates, both female (one of us is a bartender/freelance editor and the other works in retail management), looking for someone relaxed, clean, and responsible. Both of us are social people, but we don't bring the party home aside from the occasional glass of wine.The room is furnished with a full size bed, a desk, and a dresser. There is also an A/C unit already installed. It has two windows facing a very pleasant, tree-lined street. There is also a small closet directly outside the room.Rent is $475 a month plus $65-85 in utilities (gas, electricity, internet, cleaning lady). There is also a $475 deposit required.

If you have any interest, contact me for the details",1
